id,tipo_de_propiedad,direccion,zona,valor,dormitorios,banos,patio_parque,garage,mts_const,lote,piso,link,columna_1,apto_banco,alternativa_menor_1,alternativa_menor_2,alternativa_menor_3,alterniva_menor_4,alternativa_menor_5,.,alternativa_mayor,alternativa_mayor_2,alternativa_mayor_3,alternativa_mayor_4,alternativa_mayor_5
1,Casa,Country Abril,Hudson,USD 1.100.000,4,2,"Parque ",1,509,1484,,"https://www.remax.com.ar/420161202-306?associate=420161202 ",Team Ali,SI,"1. https://www.remax.com.ar/420161156-198?associate=420161202
2. https://www.remax.com.ar/420161481-24?associate=420161202
",,,,,,"1. https://www.remax.com.ar/420161402-24?associate=420161202
2. https://www.remax.com.ar/420531090-196?associate=420161202
3. https://www.remax.com.ar/420171211-178?associate=420161202
4. https://www.remax.com.ar/421531025-601?associate=420161202
",,,,
2,Casa,31 e/425 y 426,Villa Elisa,USD 280.000,3,4,"Parque ",2,200,340,,https://www.remax.com.ar/420161237-149?associate=420161237,Team Ali,SI,,,,,,,,,,,
3,Casa,19 Bis e/421 y 422,Villa Elisa,USD 320.000,4,2,"Parque ",2,215,969,,https://www.remax.com.ar/420161237-148?associate=420161237,Team Ali,SI,,,,,,,,,,,
4,Casa,424 esq 135,Villa Elisa,USD 170.000,2,1,"Parque ",2,190,759,,https://www.remax.com.ar/420161237-156?associate=420161237,Team Ali,NO,,,,,,,,,,,
5,Casa,473 e/139 y 141,Villa Elisa,USD 199.000,3,4,"Parque ",3,370,1450,,https://www.remax.com.ar/420161202-343?associate=420161202,Team Ali,SI,,,,,,,,,,,
7,Casa,139 e/ 64 y 65,Los Hornos,USD 128.000,3,2,"Parque ",2,138,450,,https://www.remax.com.ar/420161202-465?associate=420161202,Team Ali,SI,"1. https://www.remax.com.ar/420161399-65?associate=420161202
2. https://www.remax.com.ar/420161322-71?associate=420161202
3. https://www.remax.com.ar/421941006-53?associate=420161202
4. https://www.remax.com.ar/420161159-254?associate=420161202",,,,,,"1. https://www.remax.com.ar/421921005-83?associate=420161202
2. https://www.remax.com.ar/420161518-172?associate=420161202
",,,,
8,Casa,42 e/22 y 23,La Plata,USD 280.000,3,2,"Parque ",1,338,482,,https://www.remax.com.ar/420161202-463?associate=420161202,Team Ali,NO,,,,,,,,,,,
9,Lote,26 e/501 y 502,Manuel Gonnet,USD 59.000,,,,,,347,,https://www.remax.com.ar/420161237-186?associate=420161237,Team Ali,NO,,,,,,,,,,,
10,Casa,510 e/15 y 16,Manuel Gonnet,USD 179.000,4,2,Parque,1,130,300,,https://www.remax.com.ar/420161202-461?associate=420161202,Team Ali,SI,"📍 511 e/ 23 bis  y 24 | 🛏️ 3 dorm | 📏 110 m² | 🌳 Parque | 💰 USD $ 145.000
https://www.remax.com.ar/420161156-226?associate=420161202

📍 28 e/ 491 y 493 | 🛏️ 3 dorm | 📏 143 m² | 🌳 Parque | 💰 USD $ 150.000
https://www.remax.com.ar/420161164-313?associate=420161202

📍 18 e/ 485 y 486 | 🛏️ 3 dorm | 📏 115 m² | 🌳 Parque | 💰 USD $ 155.000
https://www.remax.com.ar/420161408-36?associate=420161202

📍 505 e/ 28 y 29 | 🛏️ 3 dorm | 📏 124 m² | 🌳 Parque | 💰 USD $ 159.000
https://www.remax.com.ar/420711129-241?associate=420161202


📍 132 bis y 488 | 🛏️ 3 dorm | 📏 113 m² | 🌳 Parque | 💰 USD $ 165.000
https://www.remax.com.ar/420711119-338?associate=420161202

",,,,,,"📍 505 bis e/ 23 y 24 | 🛏️ 3 dorm | 📏 120 m² | 🌳 Parque | 💰 USD $ 210.000
https://www.remax.com.ar/420161085-559?associate=420161202

📍 27 e/ 496 y 497 | 🛏️ 3 dorm | 📏 228 m² | 🌳 Parque | 💰 USD $ 390.000
https://www.remax.com.ar/420161202-475

📍 28 bis e/ 489 y 491 | 🛏️ 3 dorm | 📏 228 m² | 🌳 Parque | 💰 USD $ 226.000
https://www.remax.com.ar/420161164-300?associate=420161202

📍 Lacroze y 15 | 🛏️ 3 dorm | 📏 270 m² | 🌳 Parque | 💰 USD $ 250.000
https://www.remax.com.ar/420161486-9?associate=420161202

📍 15 bis e/ 493 bis y 494  🛏️ 3 dorm | 📏 180 m² | 🌳 Parque | 💰 USD $ 250.000
​​https://www.remax.com.ar/421941044-14?associate=420161202
","📍 493 bis esq 16 bis | 🛏️ 3 dorm | 📏 230 m² | 🌳 Parque | 💰 USD $ 290.000
https://www.remax.com.ar/420161408-31?associate=420161202

📍 485 e/ 18 y 19 | 🛏️ 3 dorm | 📏 132 m² | 🌳 Parque | 💰 USD $ 320.000
https://www.remax.com.ar/420711013-181?associate=420161202

📍 18 e/ 491 y 491 bis | 🛏️ 3 dorm | 📏 340 m² | 🌳 Parque | 💰 USD $ 480.000
https://www.remax.com.ar/420711158-104?associate=420161202
",,,
11,Casa,116 e/ 34 y 35,La Plata,USD 109.000,2,1,"Parque ",1,110,176,UF 2,https://www.remax.com.ar/420161202-458?associate=420161202,Team Ali,SI,"📍119 e/ 35 y 36 | 🛏️ 2 dorm | 📏78  m² | 🌳  Parque | 💰 USD $73.000
https://www.remax.com.ar/421941047-9?associate=420161202
 
",,,,,,"📍38 E/ 15 Y 16 | 🛏️ 2 dorm | 📏74  m² | 🌳  Parque | 💰 USD $119.000
https://www.remax.com.ar/420711115-138?associate=420161202
📍18 e/ 46 y 47| 🛏️ 2 dorm | 📏92  m² | 🌳  Parque | 💰 USD $129.000
https://www.remax.com.ar/420161185-157?associate=420161202
📍2 e/ 63 y 64| 🛏️ 2 dorm | 📏150  m² | 🌳  Pileta  | 💰 USD $140.000
https://www.remax.com.ar/420161381-62?associate=420161202
📍32 e/ 5 y 6 | 🛏️ 3 dorm | 📏175  m² | 🌳  Parque  | 💰 USD $160.000
https://www.remax.com.ar/420711247-38?associate=420161202
📍47 e/ 28 y 29 | 🛏️ 3 dorm | 📏130  m² | 🌳  Pileta  | 💰 USD $189.900
https://www.remax.com.ar/420711197-105?associate=420161202
","📍43 e/ 17 y 18 | 🛏️ 3 dorm | 📏164  m² | 🌳  Parque  | 💰 USD $220.000
https://www.remax.com.ar/420341122-182?associate=420161202
📍28 e/ 57 y 58 | 🛏️ 3 dorm | 📏165  m² | 🌳  Pileta  | 💰 USD $190.000
https://www.remax.com.ar/420161086-201?associate=420161202
📍2 e/ 36 y 37 | 🛏️ 3 dorm | 📏228  m² | 🌳  Parque  | 💰 USD $172.000
https://www.remax.com.ar/420341184-12?associate=420161202
",,,
12,Lote,139 e/ 90 y 96,Fincas de Duggan,USD 153.000,,,Lote 316,,,1631,,https://www.remax.com.ar/420161237-187?associate=420161237,Team Ali,NO,,,,,,,,,,,
14,Lote,501 e/ 135 Y 137,Don Carlos,USD 99.900,,,,,,685,,https://www.remax.com.ar/420161202-443?associate=420161202,Team Ali,NO,,,,,,,,,,,
15,Departamento,Plaza Paso e/13 y 44,La Plata,USD 249.000,3,2,Balcon al frente y al contrafrente,1,133,142,1,https://www.remax.com.ar/420161202-442?associate=420161202,Team Ali,SI,"1. https://www.remax.com.ar/420161202-491
2. https://www.remax.com.ar/420441194-24?associate=420161202
3. https://www.remax.com.ar/420161164-299?associate=420161202
4. https://www.remax.com.ar/420161164-283?associate=420161202
5. https://www.remax.com.ar/420341194-37?associate=420161202

","
",,,,,"1. https://www.remax.com.ar/420161402-29?associate=420161202
2. https://www.remax.com.ar/420711224-28?associate=420161202
3. https://www.remax.com.ar/420711158-70?associate=420161202
4. https://www.remax.com.ar/420711129-248?associate=420161202
",,,,
16,Casa,49 e/ 26 y 27,La Plata,USD 150.000,3,2,"Parque ",1,170,291,,https://www.remax.com.ar/420161202-354?associate=420161202,Team Ali,NO,,,,,,,,,,,
17,Casa,63 e/ 139 y 140,Los Hornos,USD 65.000,2,1,Patio,,100,110,,https://www.remax.com.ar/420161237-105?associate=420161237,Team Ali,NO,,,,,,,,,,,
18,Casa,530 e/ 4bis y 5,Tolosa,USD 135.000,3,3,Patio,1,180,258,,https://www.remax.com.ar/420161237-132?associate=420161237,Team Ali,NO,,,,,,,,,,,
19,Departamento,30 esq 41,La Plata,USD 86.000,1,1,Balcon,1,51,56,5,https://www.remax.com.ar/420161237-137?associate=420161237,Team Ali,NO,,,,,,,,,,,
20,Departamento,2 e/ 33 y 34,La Plata,USD 80.000,2,1,,2,83,83,1 UF 1,https://www.remax.com.ar/420161237-141?associate=420161237,Team Ali,NO,,,,,,,,,,,
21,Casa,502 e/ 17 y 18,Manuel Gonnet,USD 280.000,4,3,"Parque ",3,256,400,,https://www.remax.com.ar/420161237-157?associate=420161237,Team Ali,NO,,,,,,,,,https://www.remax.com.ar/420161422-18?associate=420161237,,
22,Casa,15a e/ 460 y  461,City Bell,USD 65.000,2,1,"Parque ",1,68,343,,https://www.remax.com.ar/420161237-161?associate=420161237,Team Ali,NO,,,,,,,,,,,
23,Casa,13 esq 487,Manuel Gonnet,USD 365.000,3,2,"Parque ",2,140,2823,,https://www.remax.com.ar/420161237-159?associate=420161237,Team Ali,SI,,,,,,,,,,,https://www.remax.com.ar/420161202-467?associate=420161202
24,Oficina,Santiago del estero al 315,"Monserrat, Buenos Aires",USD 99.000,,1,,1,155,155,6,https://www.remax.com.ar/420161237-160?associate=420161237,Team Ali,NO,,,,,,,,,,,
25,Oficina," 58 e/ 2 y 3",La Plata,USD 82.500,,,Balcon,,57,57,1,https://www.remax.com.ar/420161455-4?associate=420161455,Team Ali,NO,,,,,,,,,,,
26,Lote,471 e/ 24 y 26,City Bell,USD 97.000,,,,,,624,,https://www.remax.com.ar/420161455-5?associate=420161455,Team Ali,SI,,,,,,,,,,,
27,Departamento,58 e/ 2 y 3,La Plata,USD 59.000,Monoambiente,1,Balcon,,31,37,8,https://www.remax.com.ar/420161455-20?associate=420161455,Team Ali,NO,,,,,,,,,,,
28,Casa,512 e/ 25 y 26,"Jose Hernandez, La Plata",USD 110.000,4,2,"Parque ",2,163,195,,https://www.remax.com.ar/420161455-13?associate=420161455,Team Ali,SI,,,,,,,,,,,
29,Departamento,48 e/ 7 y 8,La Plata,USD 145.000,3,2,,1,115,127,11,https://www.remax.com.ar/420161455-12?associate=420161455,Team Ali,SI,,,,,,,,,,,
31,Departamento,48 e/ 8 y 9,La Plata,USD 130.000,3,2,Balcon,1,124,136,3,https://www.remax.com.ar/420161455-15?associate=420161455,Team Ali,SI,,,,,,,,,,,
36,Casa,473 Bis e/ 21A y Cno Belgrano,CIty Bell,USD 500.000,5,5,Patio,0,300,435,,https://www.remax.com.ar/420161202-467?associate=420161202,Team Ali,NO,,,,,,,,,,,
37,Casa,151 esq 531,San Carlos,USD 115.000,3,2,Parque,2,145,600,,https://www.remax.com.ar/420161237-162?associate=420161237,Team Ali,NO,,,,,,,,,,,
38,Casa,144 e/ 60 y 61,Los Hornos,USD 145.000,3,1,"Parque ",3,120,500,,https://www.remax.com.ar/420161237-158?associate=420161237,Team Ali,SI,,,,,,,,,,,
39,Casa,Ortiz de campo esq lavalle,Quilmes,USD 150.000,2,2,Patio,1,100,190,,https://www.remax.com.ar/420161202-466?associate=420161202,Team Ali,NO,,,,,,,,,,,
40,Lote,458 e/ 150 y 152,City Bell,USD 350.000,,,3 Hectareas,,34222,,,https://www.remax.com.ar/420161202-469?associate=420161202,Team Ali,NO,,,,,,,,,,,
43,Departamento,66 e/ 5 y 6,La Plata,USD 68.000,1,1,,,40,43,3,https://www.remax.com.ar/420161237-167?associate=420161237,Team Ali,NO,,,,,,,,,,,
44,Lote,403 e/ Centenario y 24,"Villa Elisa, Barrio Privado Villalba",USD 119.000,,,,,,915,,https://www.remax.com.ar/420161455-22?associate=420161455,Team Ali,NO,,,,,,,,,,,
46,PH,63 esq 28,La Plata,USD 67.000,2,2,Patio,1,96,108,1,https://www.remax.com.ar/420161202-459?associate=420161202,Team Ali,SI,"📍59 e/ 23 y 24 | 🛏️2 dorm | 📏 57  m² | 🌳Patio | 💰 USD $60.000
https://www.remax.com.ar/420441151-56?associate=420161202
📍17 e/ 64 y 65 | 🛏️2 dorm | 📏 60  m² | 🌳Patio | 💰 USD $61.000
https://www.remax.com.ar/420341134-81?associate=420161202
📍27 e/ 66 y 67 | 🛏️2 dorm | 📏 63  m² | 🌳Patio | 💰 USD $45.000
https://www.remax.com.ar/421921011-45?associate=420161202
📍66 esq 27 | 🛏️2 dorm | 📏 50 m² | 🌳Patio | 💰 USD $49.000
https://www.remax.com.ar/421941046-37?associate=420161202
📍14 e/ 70 y 71 | 🛏️2 dorm | 📏 50 m² | 🌳Patio | 💰 USD $62.000
https://www.remax.com.ar/420341143-42?associate=420161202
",,,,,,"📍71 e/ 18 y 19 | 🛏️2 dorm | 📏 54 m² | 🌳Patio | 💰 USD $73.000
https://www.remax.com.ar/421921005-82?associate=420161202
📍21 e/ 63 y 64 | 🛏️2 dorm | 📏 62 m² | 🌳Patio | 💰 USD $79.900
https://www.remax.com.ar/420711129-274?associate=420161202
📍26 e/ 66 y 67 | 🛏️2 dorm | 📏 63 m² | 🌳Patio | 💰 USD $75.000
https://www.remax.com.ar/420161202-471
📍17 e/ 67 y 68 | 🛏️2 dorm | 📏 81 m² | 🌳Patio | 💰 USD $72.000
https://www.remax.com.ar/420711072-257?associate=420161202

",,,,
48,Casa,473 Bis e/ 17 y 19,City bell,USD 700.000,3,2,p+Parque,2,310,680,,https://www.remax.com.ar/420161202-474?associate=420161202,Team Ali,NO,"1. https://www.remax.com.ar/420711007-134?associate=420161202
2. https://www.remax.com.ar/420161079-359?associate=420161202
3. https://www.remax.com.ar/420711013-181?associate=420161202
4. https://www.remax.com.ar/420161408-35?associate=420161202",,,,,,"
1. https://www.remax.com.ar/421941025-60?associate=420161202
",,,,
49,Casa,27 e/ 496 y 497,Gonnet,USD 389.000,3,2,Parque,2,228,615,,https://www.remax.com.ar/420161202-475?associate=420161202,Team Ali,NO,"1. https://www.remax.com.ar/420161139-183?associate=420161202
2. https://www.remax.com.ar/420161488-20?associate=420161202
3. https://www.remax.com.ar/420161159-271?associate=420161202
4. https://www.remax.com.ar/420711013-181?associate=420161202


",,,,,,"1. https://www.remax.com.ar/420711158-104?associate=420161202
2. https://www.remax.com.ar/420161282-96?associate=420161202
",,,,
50,Casa,Belgrano e/ ortiz de Ocampo y Matienzo,Quilmes,USD 145.000,3,2,,2,182,333,,https://www.remax.com.ar/420161202-476?associate=420161202,Team Ali,NO,,,,,,,,,,,
51,Departamento,33 e/ 8 y  9,La Plata,USD 65.000,1,1,,1,36,36,1,https://www.remax.com.ar/420161237-168?associate=420161237,Team Ali,NO,,,,,,,,,,,
52,Departamento,"39 e/ 5 y 6 ",La Plata,USD 39.000,1,1,,,35,35,1,https://www.remax.com.ar/420161237-171?associate=420161237,Team Ali,NO,https://web.redremax.com/420711032-308?associate=420161202,https://web.redremax.com/420161181-170?associate=420161202,https://web.redremax.com/421941011-20?associate=420161202,https://web.redremax.com/420341174-60?associate=420161202,https://web.redremax.com/420441184-95?associate=420161202,,https://web.redremax.com/421921008-14?associate=420161202,https://web.redremax.com/420441194-4?associate=420161202,https://web.redremax.com/420341144-25?associate=420161202,https://web.redremax.com/420341185-43?associate=420161202,https://web.redremax.com/420441144-96?associate=420161202
53,Departamento,62 e/ 3 y 4,La Plata,USD 68.000,3,1,,,80,85,2,https://www.remax.com.ar/420161455-7?associate=420161455,Team Ali,SI,,,,,,,,,,,
55,Departamento,61 e/ 12 y 13,La Plata,USD 178.000,2,2,,1,97,119,9,https://www.remax.com.ar/420161455-19?associate=420161455,Team Ali,SI,,,,,,,,,,,
57,Casa,"461b e/ 14 a y 14 c ",City Bell - Complejo “Los Árboles”,USD 159.500,2,2,Parque,1,75,97,,https://www.remax.com.ar/420161202-479?associate=420161202,Team Ali,NO,"1. https://www.remax.com.ar/420711032-340?associate=420161202
2. https://www.remax.com.ar/420161246-426?associate=420161202
3. https://www.remax.com.ar/420161502-3?associate=420161202
4. https://www.remax.com.ar/420341194-22?associate=420161202
5. https://www.remax.com.ar/420341094-429?associate=420161202
","1. https://www.remax.com.ar/420711074-876?associate=420161202
2. https://www.remax.com.ar/420161408-36?associate=420161202
",,,,,"📍466 e/ 28 bis y 30  | 🛏️3 dorm | 📏 120  m² | 🌳Parque | 💰 USD $165.000
https://www.remax.com.ar/420441151-66?associate=420161202

📍472 e/ 27 y 28  | 🛏️3 dorm | 📏 252  m² | 🌳Pileta | 💰 USD $185.000
https://www.remax.com.ar/420161137-494?associate=420161202

📍467 e/ 30 y 31  | 🛏️3 dorm | 📏 135  m² | 🌳Parque | 💰 USD $163.000
https://www.remax.com.ar/420161159-249?associate=420161202
",,,,
59,Casa,Haras del Sur II,Brandsen,USD 240.000,3,2,Parque,2,248,1233,,https://www.remax.com.ar/420161202-480?associate=420161202,Team Ali,,"
1. https://www.remax.com.ar/420711129-287?associate=420161202
2. https://www.remax.com.ar/421941025-117?associate=420161202
3. https://www.remax.com.ar/420161282-122?associate=420161202
4. https://www.remax.com.ar/420161280-61?associate=420161202
 5. https://www.remax.com.ar/420161280-61?associate=420161202",,,,,,"1. https://www.remax.com.ar/420711093-135?associate=420161202
2.  https://www.remax.com.ar/420171211-165?associate=420161202
3.  https://www.remax.com.ar/420161264-105?associate=420161202
4. https://www.remax.com.ar/420161282-154?associate=420161202
5.  https://www.remax.com.ar/420161282-120?associate=420161202
",,,,
63,PH,26 e/66 y 67,La Plata,USD 73.000,2,1,NO,0,63,63,1,https://www.remax.com.ar/420161202-471?associate=420161202,TeamAli,NO,"1. https://www.remax.com.ar/420441165-55?associate=420161202
2. https://www.remax.com.ar/421921024-18?associate=420161202
3. https://www.remax.com.ar/420341047-279?associate=420161202
4. https://www.remax.com.ar/420441116-116?associate=420161202
5. https://www.remax.com.ar/420161073-254?associate=420161202
",1. https://www.remax.com.ar/420711152-94?associate=420161202,,,,,"1. https://www.remax.com.ar/420711129-285?associate=420161202
2. https://www.remax.com.ar/420161361-38?associate=420161202
3. https://www.remax.com.ar/420711115-112?associate=420161202
4. https://www.remax.com.ar/420711229-20?associate=420161202
5. https://www.remax.com.ar/420711136-109?associate=420161202
",,,,
