id,tipo_de_propiedad,direccion,zona,valor,dormitorios,banos,patio_parque,garage,mts_const,lote,piso,link,columna_1,apto_banco,alternativa_menor_1,alternativa_menor_2,alternativa_menor_3,alterniva_menor_4,alternativa_menor_5,.,alternativa_mayor,alternativa_mayor_2,alternativa_mayor_3,alternativa_mayor_4,alternativa_mayor_5
20,Departamento,2 e/ 33 y 34,La Plata,USD 80.000,2,1,,2,83,83,1 UF 1,https://www.remax.com.ar/420161237-141?associate=420161237,Team Ali,NO,,,,,,,,,,,
21,Casa,502 e/ 17 y 18,Manuel Gonnet,USD 280.000,4,3,"Parque ",3,256,400,,https://www.remax.com.ar/420161237-157?associate=420161237,Team Ali,NO,,,,,,,,,https://www.remax.com.ar/420161422-18?associate=420161237,,
22,Casa,15a e/ 460 y  461,City Bell,USD 65.000,2,1,"Parque ",1,68,343,,https://www.remax.com.ar/420161237-161?associate=420161237,Team Ali,NO,,,,,,,,,,,
23,Casa,13 esq 487,Manuel Gonnet,USD 365.000,3,2,"Parque ",2,140,2823,,https://www.remax.com.ar/420161237-159?associate=420161237,Team Ali,SI,,,,,,,,,,,https://www.remax.com.ar/420161202-467?associate=420161202
24,Oficina,Santiago del estero al 315,"Monserrat, Buenos Aires",USD 99.000,,1,,1,155,155,6,https://www.remax.com.ar/420161237-160?associate=420161237,Team Ali,NO,,,,,,,,,,,
25,Oficina," 58 e/ 2 y 3",La Plata,USD 82.500,,,Balcon,,57,57,1,https://www.remax.com.ar/420161455-4?associate=420161455,Team Ali,NO,,,,,,,,,,,
26,Lote,471 e/ 24 y 26,City Bell,USD 97.000,,,,,,624,,https://www.remax.com.ar/420161455-5?associate=420161455,Team Ali,SI,,,,,,,,,,,
27,Departamento,58 e/ 2 y 3,La Plata,USD 59.000,Monoambiente,1,Balcon,,31,37,8,https://www.remax.com.ar/420161455-20?associate=420161455,Team Ali,NO,,,,,,,,,,,
28,Casa,512 e/ 25 y 26,"Jose Hernandez, La Plata",USD 110.000,4,2,"Parque ",2,163,195,,https://www.remax.com.ar/420161455-13?associate=420161455,Team Ali,SI,,,,,,,,,,,
29,Departamento,48 e/ 7 y 8,La Plata,USD 145.000,3,2,,1,115,127,11,https://www.remax.com.ar/420161455-12?associate=420161455,Team Ali,SI,,,,,,,,,,,
31,Departamento,48 e/ 8 y 9,La Plata,USD 155.000,3,2,Balcon,1,124,136,3,https://www.remax.com.ar/420161455-15?associate=420161455,Team Ali,SI,,,,,,,,,,,
36,Casa,473 Bis e/ 21A y Cno Belgrano,CIty Bell,USD 500.000,5,5,Patio,0,300,435,,https://www.remax.com.ar/420161202-467?associate=420161202,Team Ali,NO,,,,,,,,,,,
37,Casa,151 esq 531,San Carlos,USD 115.000,3,2,Parque,2,145,600,,https://www.remax.com.ar/420161237-158?associate=420161237,Team Ali,NO,,,,,,,,,,,
38,Casa,144 e/ 60 y 61,Los Hornos,USD 145.000,3,1,"Parque ",3,120,500,,https://www.remax.com.ar/420161237-158?associate=420161237,Team Ali,SI,,,,,,,,,,,
39,Casa,Ortiz de campo esq lavalle,Quilmes,USD 150.000,2,2,Patio,1,100,190,,https://www.remax.com.ar/420161202-466?associate=420161202,Team Ali,NO,,,,,,,,,,,
40,Lote,458 e/ 150 y 152,City Bell,USD 350.000,,,3 Hectareas,,34222,,,https://www.remax.com.ar/420161202-469?associate=420161202,Team Ali,NO,,,,,,,,,,,
42,Departamento,"67 e/ 4 y 5 ",La Plata,USD 44.000,1,1,,1,36,36,2,https://www.remax.com.ar/420161455-18?associate=420161455,Team Ali,SI,,,,,,,,,,,
43,Departamento,66 e/ 5 y 6,La Plata,USD 68.000,1,1,,,40,43,3,https://www.remax.com.ar/420161237-167?associate=420161237,Team Ali,NO,,,,,,,,,,,
44,Lote,403 e/ Centenario y 24,"Villa Elisa, Barrio Privado Villalba",USD 119.000,,,,,,915,,https://www.remax.com.ar/420161455-22?associate=420161455,Team Ali,NO,,,,,,,,,,,
46,PH,63 esq 28,La Plata,USD 67.000,2,2,Patio,1,96,108,1,https://www.remax.com.ar/420161202-459?associate=420161202,Team Ali,SI,,,,,,,,,,,
48,Casa,473 Bis e/ 17 y 19,City bell,USD 700.000,3,2,p+Parque,2,310,680,,https://www.remax.com.ar/420161202-474?associate=420161202,Team Ali,NO,,,,,,,,,,,
49,Casa,27 e/ 496 y 497,Gonnet,USD 390.000,3,2,Parque,2,228,615,,https://www.remax.com.ar/420161202-475?associate=420161202,Team Ali,NO,,,,,,,,,,,
50,Casa,Belgrano e/ ortiz de Ocampo y Matienzo,Quilmes,USD 145.000,3,2,,2,182,333,,https://www.remax.com.ar/420161202-476?associate=420161202,Team Ali,NO,,,,,,,,,,,
51,Departamento,33 e/ 8 y  9,La Plata,USD 65.000,1,1,,1,36,36,1,https://www.remax.com.ar/420161237-168?associate=420161237,Team Ali,NO,,,,,,,,,,,
52,Departamento,"39 e/ 5 y 6 ",La Plata,USD 46.500,1,1,,,35,35,1,https://www.remax.com.ar/420161237-171?associate=420161237,Team Ali,NO,https://web.redremax.com/420711032-308?associate=420161202,https://web.redremax.com/420161181-170?associate=420161202,https://web.redremax.com/421941011-20?associate=420161202,https://web.redremax.com/420341174-60?associate=420161202,https://web.redremax.com/420441184-95?associate=420161202,,https://web.redremax.com/421921008-14?associate=420161202,https://web.redremax.com/420441194-4?associate=420161202,https://web.redremax.com/420341144-25?associate=420161202,https://web.redremax.com/420341185-43?associate=420161202,https://web.redremax.com/420441144-96?associate=420161202
53,Departamento,62 e/ 3 y 4,La Plata,USD 68.000,3,1,,,80,85,2,https://www.remax.com.ar/420161455-7?associate=420161455,Team Ali,SI,,,,,,,,,,,
55,Departamento,61 e/ 12 y 13,La Plata,USD 178.000,2,2,,1,97,119,9,https://www.remax.com.ar/420161455-19?associate=420161455,Team Ali,SI,,,,,,,,,,,
57,Casa,"461b e/ 14 a y 14 c ",City Bell,USD 159.500,2,2,Parque,1,75,97,,https://www.remax.com.ar/420161202-479?associate=420161202,Team Ali,NO,,,,,,,,,,,
58,Departamento,60 e/ 15 y 16,La Plata,USD 158.000,2,1,Balcon,1,75,81,9,https://www.remax.com.ar/420161237-172?associate=420161237,Team Ali,NO,"📍 46 e/ 18 y 19 | 🛏️ 2 dorm | 📏 74 m² | 🏢  Balcón | 💰 USD $ 125.000
https://www.remax.com.ar/421921037-93?associate=420161202

📍 14 e/ 45 y 46 | 🛏️ 2 dorm | 📏 75 m² | 🏢  Balcón | 💰 USD $ 119.500
https://www.remax.com.ar/420711122-100?associate=420161202

📍 51 e/ 28 y 29 | 🛏️ 2 dorm | 📏 64 m² | 🏢  Balcón | 💰 USD $ 142.000
https://www.remax.com.ar/420161185-142?associate=420161202

📍 19 y 66 | 🛏️ 2 dorm | 📏 67 m² | 🏢  Balcón | 💰 USD $ 155.000
https://www.remax.com.ar/420441154-130?associate=420161202

📍 63 e/ 11 y 12 | 🛏️ 2 dorm | 📏 87 m² | 🏢  Balcón y Terraza| 💰 USD $ 148.000
https://www.remax.com.ar/420161073-202?associate=420161202

","📍 58 e/ 3 y 4 | 🛏️ 2 dorm | 📏 58 m² | 🏢  Balcón | 💰 USD $ 120.000
https://www.remax.com.ar/422121013-8?associate=420161202

📍 3 e/ 49 y 50 | 🛏️ 2 dorm | 📏 85 m² | 🏢  Balcón | 💰 USD $ 155.000
https://www.remax.com.ar/421921006-89?associate=420161202

📍 43 e/ 13 y 14 | 🛏️ 2 dorm | 📏 75 m² | 🏢  Balcón | 💰 USD $ 125.000
https://www.remax.com.ar/420441128-317?associate=420161202

📍 38 e/ 26 y 27 | 🛏️ 2 dorm | 📏 80 m² | 🏢  Balcón | 💰 USD $ 145.000
https://www.remax.com.ar/421921006-46?associate=420161202

📍 63 e/ 14 y 15 | 🛏️ 2 dorm | 📏 58 m² | 🏢  Balcón | 💰 USD $ 104.000
https://www.remax.com.ar/421941012-68?associate=420161202
","📍 9 e/ 60 y 61 | 🛏️ 2 dorm | 📏 65 m² | 🏢  Balcón | 💰 USD $ 130.000
https://www.remax.com.ar/420711169-43?associate=420161202

📍 51 e/ 4 y 5 | 🛏️ 2 dorm | 📏 62 m² | 🏢  Balcón | 💰 USD $ 139.000
https://www.remax.com.ar/420161359-26?associate=420161202
",,,,"📍 45 e/  6 y 7 | 🛏️ 2 dorm | 📏 79 m² | 🏢  Balcón | 💰 USD $ 165.000
https://www.remax.com.ar/420161164-285?associate=420161202

📍 61 e/ 12 y 13| 🛏️ 2 dorm | 📏 97 m² | 🏢  Balcón | 💰 USD $ 178.000
https://www.remax.com.ar/420161455-19?associate=420161202

📍 15 e/ 38 y 39| 🛏️ 2 dorm | 📏 116 m² | 🏢  Balcón | 💰 USD $ 195.000
https://www.remax.com.ar/420161164-261?associate=420161202 


📍 3 e/ 39 y 40| 🛏️ 2 dorm | 📏 97 m² | 🏢  Balcón | 💰 USD $ 159.000
https://www.remax.com.ar/420441151-30?associate=420161202

📍 54 e/ 23 y 24| 🛏️ 2 dorm | 📏 93 m² | 🏢  Balcón | 💰 USD $ 200.000
https://www.remax.com.ar/420441070-176?associate=420161202
","📍 15 e/ 45 y 46| 🛏️ 2 dorm | 📏 100 m² | 🏢  Balcón | 💰 USD $ 189.000
https://www.remax.com.ar/420161043-460?associate=420161202

📍 51 e/ 3 y 4| 🛏️ 2 dorm | 📏 82  m² | 🏢  Balcón | 💰 USD $ 180.000
https://www.remax.com.ar/421921026-214?associate=420161202

📍 38 e/ 16 y 17| 🛏️ 3 dorm | 📏 116  m² | 🏢  Balcón | 💰 USD $ 165.000
https://www.remax.com.ar/420161085-462?associate=420161202

📍 15 e/ 43 y 44| 🛏️ 3 dorm | 📏 98  m² | 🏢  Balcón | 💰 USD $ 165.000
https://www.remax.com.ar/420161137-500?associate=420161202

",,,
59,Casa,Haras del Sur II,Brandsen,USD 250.000,3,2,Parque,2,248,1233,,https://www.remax.com.ar/420161202-480?associate=420161202,Team Ali,,https://www.remax.com.ar/420161282-154?associate=420161202,https://www.remax.com.ar/420171211-165?associate=420161202,https://www.remax.com.ar/420161282-122?associate=420161202,https://www.remax.com.ar/420171211-166?associate=420161202,https://www.remax.com.ar/420161416-19?associate=420161202,,https://www.remax.com.ar/420171211-161?associate=420161202,https://www.remax.com.ar/420161282-190?associate=420161202,https://www.remax.com.ar/420391339-55?associate=420161202,https://www.remax.com.ar/420161282-152?associate=420161202,https://www.remax.com.ar/420161264-105?associate=420161202
63,PH,26 e/66 y 67,La Plata,USD 75.000,2,1,NO,0,63,63,1,https://www.remax.com.ar/420161202-471?associate=420161202,TeamAli,NO,,,,,,,,,,,
64,Casa,31 e/ 490 y 491,City Bell,USD 165.000,3,2,Parque,2,117,300,,https://www.remax.com.ar/420161237-180?associate=420161237,TeamAli,NO,"📍479 Entre 13 y 11 Bis | 🛏️ 2 dorm | 📏63,3  m² | 🌳  Parque| 💰 USD $95.000
https://www.remax.com.ar/421921046-5?associate=420161202

📍478 Entre 10 y 11 | 🛏️ 3 dorm | 📏205  m² | 🌳  Parque| 💰 USD $94.000
https://www.remax.com.ar/420161026-474?associate=420161202

📍 451 Equina 23 | 🛏️ 2 dorm | 📏107  m² | 🌳  Pile | 💰 USD $92.000
https://www.remax.com.ar/420161163-193?associate=420161202

📍449 y 21A | 🛏️ 3 dorm | 📏105  m² | 🌳  Pile | 💰 USD $89.500
https://www.remax.com.ar/421921048-4?associate=420161202

📍462 E/17 y 18 | 🛏️ 3 dorm | 📏90  m² | 🌳  Parque | 💰 USD $80.000
https://www.remax.com.ar/421941025-116?associate=420161202
","📍477 E/ 7bis y 8| 🛏️ 3 dorm | 📏112  m² | 🌳  Pileta | 💰 USD $98.000
https://www.remax.com.ar/421921048-7?associate=420161202

📍| 🛏️ 3 dorm | 📏140  m² | 🌳  Parque | 💰 USD $105.000
https://www.remax.com.ar/420711129-279?associate=420161202

📍463 E/ 27 y 28 | 🛏️ 3 dorm | 📏112  m² | 🌳  Parque | 💰 USD $110.000
https://www.remax.com.ar/420711074-879?associate=420161202

📍15a Esquina 461c  | 🛏️ 3 dorm | 📏111  m² | 🌳  Parque | 💰 USD $120.000
https://www.remax.com.ar/420161381-77?associate=420161202

📍133 Bis Entre 167 y 168  | 🛏️ 1 dorm | 📏90  m² | 🌳  Pileta | 💰 USD $128.000
https://www.remax.com.ar/420161386-52?associate=420161202
",,,,,"📍146 bis E/ 444 y 445  | 🛏️3 dorm | 📏120  m² | 🌳  Pileta | 💰 USD $185.000
https://www.remax.com.ar/420711007-151?associate=420161202

📍 473 Entre 160 y 162 | 🛏️4 dorm | 📏249  m² | 🌳  Pileta | 💰 USD $450.000
https://www.remax.com.ar/420161079-358?associate=420161202

📍471 Esquina 19  | 🛏️3 dorm | 📏218 m² | 🌳  Pileta | 💰 USD $420.000
https://www.remax.com.ar/420711007-134?associate=4201612024

📍 462 e/ 14 y 15 | 🛏️4 dorm | 📏265  m² | 🌳  Pileta | 💰 USD $330.000
https://www.remax.com.ar/420441128-315?associate=420161202

📍460 entre 23 y Camino Belgrano | 🛏️4 dorm | 📏220  m² | 🌳  Pileta | 💰 USD $245.000
https://www.remax.com.ar/420161141-159?associate=420161202



",,,,
65,Casa,2 e/ Avenida Calchaqui y 101,Berazategui,USD 150.000,3,2,si,3,140,500,,https://www.remax.com.ar/420161237-176?associate=420161237,TeamAli,NO,"📍Avenida Florencio Varela y 140 | 🛏️4 dorm | 📏140  m² | 🌳terraza  | 💰 USD $99.000
https://www.remax.com.ar/420171212-74?associate=420161237

📍 134 e/ 17 y 18 | 🛏️3 dorm | 📏 165 m² | 🌳Parque | 💰 USD $115.00
https://www.remax.com.ar/420171174-17?associate=420161237


📍 20 esq 143 | 🛏️2 dorm | 📏 125 m² | 🌳Parque | 💰 USD $130.000
https://www.remax.com.ar/420171182-33?associate=420161237
",,,,,,"📍14 y 115 | 🛏️5 dorm | 📏 170 m² | 🌳Patio| 💰 USD $150.000
https://www.remax.com.ar/420531090-190?associate=420161237

📍 8 y 136 | 🛏️3 dorm | 📏 108 m² | 🌳Parque | 💰 USD $155.000
https://www.remax.com.ar/421731005-87?associate=420161237


📍12 e/ 140 y 141 | 🛏️3 dorm | 📏 200 m² | 🌳Parque | 💰 USD $180.000
https://www.remax.com.ar/420711129-271?associate=420161237
",,,,
66,Casa,466 e/ 24 y 25," City Bell"," USD 160.000",3,2,SI," 2",150,663,,https://www.remax.com.ar/420161202-487?associate=420161202,TeamAli,NO,"📍 480 bis e/  25 y 26| 🛏️3 dorm | 📏 158  m² | 🌳Pileta | 💰 USD $140.000
https://www.remax.com.ar/420161280-128?associate=420161202

📍21 A e/ 450 y 451 | 🛏️3 dorm | 📏 95  m² | 🌳Parque | 💰 USD $128.000
https://www.remax.com.ar/420711224-40?associate=420161202

📍453 e/ 28 y 28bis | 🛏️3 dorm | 📏 140  m² | 🌳Pileta | 💰 USD $128.000
https://www.remax.com.ar/421921005-79?associate=420161202

📍451 y 21 A | 🛏️3 dorm | 📏 174  m² | 🌳Pileta| 💰 USD $159.000
https://www.remax.com.ar/420161181-181?associate=420161202
",,,,,,"
📍466 e/ 28 bis y 30  | 🛏️3 dorm | 📏 120  m² | 🌳Parque | 💰 USD $165.000
https://www.remax.com.ar/420441151-66?associate=420161202

📍472 e/ 27 y 28  | 🛏️3 dorm | 📏 252  m² | 🌳Pileta | 💰 USD $185.000
https://www.remax.com.ar/420161137-494?associate=420161202

📍467 e/ 30 y 31  | 🛏️3 dorm | 📏 135  m² | 🌳Parque | 💰 USD $163.000
https://www.remax.com.ar/420161159-249?associate=420161202
",,,,
67,PH,27 e/ 40 y 41,La Plata,USD 90.000,2,1,Patio,,78,78,UF 2,https://www.remax.com.ar/420161202-477?associate=420161202,TeamAli,NO,"📍32 esq 24  | 🛏️2 dorm | 📏 80  m² | 🌳Patio | 💰 USD $89.000
https://www.remax.com.ar/421941046-12?associate=420161202

📍48 e/ 29 y 30  | 🛏️2 dorm | 📏 62  m² | 🌳Patio | 💰 USD $85.000
https://www.remax.com.ar/420711115-112?associate=420161202

📍7 e/ 33 y 34 | 🛏️2 dorm | 📏 78  m² | 🌳Patio | 💰 USD $89.000
https://www.remax.com.ar/421941012-61?associate=420161202

📍5 e/ 44 y 45 | 🛏️2 dorm | 📏 67 m² | 🌳Patio | 💰 USD $79.000
https://www.remax.com.ar/420711115-120?associate=420161202

","📍37 e/ 117 y 118 | 🛏️2 dorm | 📏 83 m² | 🌳Patio | 💰 USD $75.000
https://www.remax.com.ar/420341134-39?associate=420161202

📍 Diag 96 e/26 y Plza 19 de Nov | 🛏️2 dorm | 📏 53 m² | 🌳Patio | 💰 USD $79.000
https://www.remax.com.ar/420531144-424?associate=420161202
",,,,,"📍40 e/ 13 y 14  | 🛏️2 dorm | 📏 79  m² | 🌳Patio | 💰 USD $104.000
https://www.remax.com.ar/420161280-130?associate=420161202

📍50 e/ 15 y 16  | 🛏️2 dorm | 📏103   m² | 🌳Patio | 💰 USD $124.000
https://www.remax.com.ar/420711174-67?associate=420161202

📍43 e/ 12 y 13  | 🛏️2 dorm | 📏 100  m² | 🌳Parque | 💰 USD $129.000
https://www.remax.com.ar/420161489-12?associate=420161202

📍57 e/ 23 y 24 | 🛏️3 dorm | 📏 135  m² | 🌳terraza | 💰 USD $135.000
https://www.remax.com.ar/420441063-200?associate=420161202
",,,,
68,Casa,6 e/ 33 y 34,La Plata,USD 620.000,4,3,Parque,2,400,376,,https://www.remax.com.ar/420161202-488?associate=420161202,TeamAli,NO,,,,,,,,,,,
69,Casa,134 e/ 417 y 418,Villa Elisa,USD 385.000,4,2,"Parque ",2,400,798,,https://www.remax.com.ar/420161202-485?associate=420161202,TeamAli,NO,,,,,,,,,,,
70,Lote,Miralagos II,Brandsen,USD 55.000,,,,,,1467,,https://www.remax.com.ar/420161202-482?associate=420161202,TeamAli,NO,,,,,,,,,,,
71,Casa,45 e/ 12 y 13,La Plata,USD 400.000,4,3,Patio,1,300,156,,https://www.remax.com.ar/420161202-489?associate=420161202,TeamAli,,,,,,,,,,,,
72,Casa,8 esq 47," Villa Elisa",USD 200.000,"3 ",1,Parque,2,160,578,,https://www.remax.com.ar/420161202-470?associate=420161202,TeamAli,NO,,,,,,,,,,,
73,Departamento,25 e/ 71 y 72,La Plata,USD 60.500,1,1,Balcon,,40,43,1,https://www.remax.com.ar/420161455-25?associate=420161455,TeamAli,NO,,,,,,,,,,,
74,Casa,Av Antartida esq 10,Tolosa,USD 270.000,4,3,Terraza,,160,144,,https://www.remax.com.ar/420161455-24?associate=420161455,,,,,,,,,,,,,
75,Casa,33 e/ 115 y 116,La Plata,USD 95.000,3,2,Patio,2,200,200,,https://www.remax.com.ar/420161455-23?associate=420161455,TeamAli,NO,,,,,,,,,,,
76,Departamento,2 e/ 57 y 58,La Plata,USD 140.000,2,1,Patio,,90,170,PB,https://www.remax.com.ar/420161455-17?associate=420161455,TeamAli,NO,,,,,,,,,,,
