id,tipo_de_propiedad,direccion,zona,valor,dormitorios,banos,patio_parque,garage,mts_const,lote,piso,link,columna_1,apto_banco,alternativa_menor_1,alternativa_menor_2,alternativa_menor_3,alterniva_menor_4,alternativa_menor_5,.,alternativa_mayor,alternativa_mayor_2,alternativa_mayor_3,alternativa_mayor_4,alternativa_mayor_5
49,Casa,27 e/ 496 y 497,Gonnet,USD390.000,3,2,Parque,2,228,615,,https://www.remax.com.ar/420161202-475?,Team Ali,NO,https://www.remax.com.ar/420161164-300,https://www.remax.com.ar/420161486-9?associate=420161202,https://www.remax.com.ar/420711174-83?associate=420161202,https://www.remax.com.ar/420161322-61,https://www.remax.com.ar/420161137-499,,https://www.remax.com.ar/420161455-10?associate=420161202,https://www.remax.com.ar/420161408-31?associate=420161202,https://www.remax.com.ar/420161282-96,https://www.remax.com.ar/420711158-104,https://www.remax.com.ar/420161164-63?associate=420161202
50,Casa,Belgrano e/ ortiz de Ocampo y Matienzo,Quilmes,USD145.000,3,2,,2,182,333,,https://www.remax.com.ar/420161202-476,Team Ali,NO,https://web.redremax.com/420161408-29?associate=420161202,https://web.redremax.com/421061091-10?associate=420161202,https://www.remax.com.ar/420171166-12?associate=420161202,https://www.remax.com.ar/420531140-114?associate=420161202,https://www.remax.com.ar/420171059-997?associate=420161202,,https://www.remax.com.ar/421921009-56?associate=420161202,https://www.remax.com.ar/420531102-69?associate=420161202,https://www.remax.com.ar/420531083-500?associate=420161202,https://www.remax.com.ar/420171174-38?associate=420161202,https://www.remax.com.ar/420561080-287?associate=420161202
51,Departamento,33 e/ 8 y  9,La plata,USD65.000,1,1,,1,36,36,1,https://www.remax.com.ar/420161237-168,Team Ali,NO,https://web.redremax.com/420341114-147?associate=420161202,https://web.redremax.com/181633-18?associate=420161202,https://web.redremax.com/420711032-313?associate=420161202,https://web.redremax.com/420441128-279?associate=420161202,https://web.redremax.com/421921048-5?associate=420161202,,https://web.redremax.com/420161280-114?associate=420161202,https://web.redremax.com/421921037-93?associate=420161202,https://web.redremax.com/420161085-462?associate=420161202,https://web.redremax.com/420161085-443?associate=420161202,https://web.redremax.com/420161159-269?associate=420161202
52,Departamento,"39 e/ 5 y 6 ",La plata,USD46.500,1,1,,,35,35,1,https://www.remax.com.ar/420161237-171,Team Ali,,https://web.redremax.com/420711032-308?associate=420161202,https://web.redremax.com/420161181-170?associate=420161202,https://web.redremax.com/421941011-20?associate=420161202,https://web.redremax.com/420341174-60?associate=420161202,https://web.redremax.com/420441184-95?associate=420161202,,https://web.redremax.com/421921008-14?associate=420161202,https://web.redremax.com/420441194-4?associate=420161202,https://web.redremax.com/420341144-25?associate=420161202,https://web.redremax.com/420341185-43?associate=420161202,https://web.redremax.com/420441144-96?associate=420161202
53,Departamento,62 e/ 3 y 4,La plata,USD68.000,3,1,,,80,85,2,https://www.remax.com.ar/420161455-7,Team Ali,,https://web.redremax.com/420441141-70?associate=420161202,https://web.redremax.com/420441151-58?associate=420161202,https://web.redremax.com/420341138-128?associate=420161202,https://web.redremax.com/420441165-41?associate=420161202,https://web.redremax.com/420711103-261?associate=420161202,,https://web.redremax.com/420161073-202?associate=420161202,https://web.redremax.com/420711078-455?associate=420161202,https://web.redremax.com/420161237-172?associate=420161202,https://web.redremax.com/420711007-146?associate=420161202,https://web.redremax.com/420161503-408?associate=420161202
55,Departamento,61 e/ 12 y 13,La plata,USD178.000,2,2,,1,97,119,9,https://www.remax.com.ar/420161455-19,Team Ali,,https://web.redremax.com/420711185-93?associate=420161202,https://web.redremax.com/420711085-131?associate=420161202,https://web.redremax.com/421941012-86?associate=420161202,https://web.redremax.com/421921006-89?associate=420161202,https://web.redremax.com/420161237-172?associate=420161202,,https://web.redremax.com/420441070-176?associate=420161202,https://web.redremax.com/420711258-3?associate=420161202,https://web.redremax.com/420711257-4?associate=420161202,,
57,Casa,"461b e/ 14 a y 14 c ",city bell,USD159.500,2,2,Parque,1,75,97,,https://www.remax.com.ar/420161202-479,Team Ali,,https://www.remax.com.ar/420161181-181?associate=420161202,https://www.remax.com.ar/420161322-52?associate=420161202,https://www.remax.com.ar/421921007-14?associate=420161202,https://www.remax.com.ar/420161105-267?associate=420161202,https://www.remax.com.ar/420161429-12?associate=420161202,,https://www.remax.com.ar/420161156-184?associate=420161202,https://www.remax.com.ar/420161419-307?associate=420161202,https://www.remax.com.ar/420711006-301?associate=420161202,https://www.remax.com.ar/420711007-145?associate=420161202,https://www.remax.com.ar/420161137-494?associate=420161202
58,Departamento,60 e/ 15 y 16,La Plata,USD158.000,2,2,Balcon,1,75,81,9,https://www.remax.com.ar/420161237-172?associate=420161237,Team Ali,,"📍 46 e/ 18 y 19 | 🛏️ 2 dorm | 📏 74 m² | 🏢  Balcón | 💰 USD $ 125.000
https://www.remax.com.ar/421921037-93?associate=420161202

📍 14 e/ 45 y 46 | 🛏️ 2 dorm | 📏 75 m² | 🏢  Balcón | 💰 USD $ 119.500
https://www.remax.com.ar/420711122-100?associate=420161202

📍 51 e/ 28 y 29 | 🛏️ 2 dorm | 📏 64 m² | 🏢  Balcón | 💰 USD $ 142.000
https://www.remax.com.ar/420161185-142?associate=420161202

📍 19 y 66 | 🛏️ 2 dorm | 📏 67 m² | 🏢  Balcón | 💰 USD $ 155.000
https://www.remax.com.ar/420441154-130?associate=420161202

📍 63 e/ 11 y 12 | 🛏️ 2 dorm | 📏 87 m² | 🏢  Balcón y Terraza| 💰 USD $ 148.000
https://www.remax.com.ar/420161073-202?associate=420161202

","📍 58 e/ 3 y 4 | 🛏️ 2 dorm | 📏 58 m² | 🏢  Balcón | 💰 USD $ 120.000
https://www.remax.com.ar/422121013-8?associate=420161202

📍 3 e/ 49 y 50 | 🛏️ 2 dorm | 📏 85 m² | 🏢  Balcón | 💰 USD $ 155.000
https://www.remax.com.ar/421921006-89?associate=420161202

📍 43 e/ 13 y 14 | 🛏️ 2 dorm | 📏 75 m² | 🏢  Balcón | 💰 USD $ 125.000
https://www.remax.com.ar/420441128-317?associate=420161202

📍 38 e/ 26 y 27 | 🛏️ 2 dorm | 📏 80 m² | 🏢  Balcón | 💰 USD $ 145.000
https://www.remax.com.ar/421921006-46?associate=420161202

📍 63 e/ 14 y 15 | 🛏️ 2 dorm | 📏 58 m² | 🏢  Balcón | 💰 USD $ 104.000
https://www.remax.com.ar/421941012-68?associate=420161202
","📍 9 e/ 60 y 61 | 🛏️ 2 dorm | 📏 65 m² | 🏢  Balcón | 💰 USD $ 130.000
https://www.remax.com.ar/420711169-43?associate=420161202

📍 51 e/ 4 y 5 | 🛏️ 2 dorm | 📏 62 m² | 🏢  Balcón | 💰 USD $ 139.000
https://www.remax.com.ar/420161359-26?associate=420161202
",,,,"📍 45 e/  6 y 7 | 🛏️ 2 dorm | 📏 79 m² | 🏢  Balcón | 💰 USD $ 165.000
https://www.remax.com.ar/420161164-285?associate=420161202

📍 61 e/ 12 y 13| 🛏️ 2 dorm | 📏 97 m² | 🏢  Balcón | 💰 USD $ 178.000
https://www.remax.com.ar/420161455-19?associate=420161202

📍 15 e/ 38 y 39| 🛏️ 2 dorm | 📏 116 m² | 🏢  Balcón | 💰 USD $ 195.000
https://www.remax.com.ar/420161164-261?associate=420161202 


📍 3 e/ 39 y 40| 🛏️ 2 dorm | 📏 97 m² | 🏢  Balcón | 💰 USD $ 159.000
https://www.remax.com.ar/420441151-30?associate=420161202

📍 54 e/ 23 y 24| 🛏️ 2 dorm | 📏 93 m² | 🏢  Balcón | 💰 USD $ 200.000
https://www.remax.com.ar/420441070-176?associate=420161202
","📍 15 e/ 45 y 46| 🛏️ 2 dorm | 📏 100 m² | 🏢  Balcón | 💰 USD $ 189.000
https://www.remax.com.ar/420161043-460?associate=420161202

📍 51 e/ 3 y 4| 🛏️ 2 dorm | 📏 82  m² | 🏢  Balcón | 💰 USD $ 180.000
https://www.remax.com.ar/421921026-214?associate=420161202

📍 38 e/ 16 y 17| 🛏️ 3 dorm | 📏 116  m² | 🏢  Balcón | 💰 USD $ 165.000
https://www.remax.com.ar/420161085-462?associate=420161202

📍 15 e/ 43 y 44| 🛏️ 3 dorm | 📏 98  m² | 🏢  Balcón | 💰 USD $ 165.000
https://www.remax.com.ar/420161137-500?associate=420161202

",,,
59,Casa,Haras del Sur II,BRANDSEN,USD250.000,3,2,Parque,4,248,1233,,https://www.remax.com.ar/420161202-480,Team Ali,,https://www.remax.com.ar/420161282-154?associate=420161202,https://www.remax.com.ar/420171211-165?associate=420161202,https://www.remax.com.ar/420161282-122?associate=420161202,https://www.remax.com.ar/420171211-166?associate=420161202,https://www.remax.com.ar/420161416-19?associate=420161202,,https://www.remax.com.ar/420171211-161?associate=420161202,https://www.remax.com.ar/420161282-190?associate=420161202,https://www.remax.com.ar/420391339-55?associate=420161202,https://www.remax.com.ar/420161282-152?associate=420161202,https://www.remax.com.ar/420161264-105?associate=420161202
63,Casa,26 e/66 y 67,La Plata,USD75.000,2,1,0,0,63,63,1,https://www.remax.com.ar/420161202-471?associate=420161202,,,,,,,,,,,,,
64,Casa,31 e/ 491 y 492,City Bell,USD 160.000,3,1,PATIO,SI,,,,https://www.remax.com.ar/420161237-180?associate=420161237,,,"📍479 Entre 13 y 11 Bis | 🛏️ 2 dorm | 📏63,3  m² | 🌳  Parque| 💰 USD $95.000
https://www.remax.com.ar/421921046-5?associate=420161202

📍478 Entre 10 y 11 | 🛏️ 3 dorm | 📏205  m² | 🌳  Parque| 💰 USD $94.000
https://www.remax.com.ar/420161026-474?associate=420161202

📍 451 Equina 23 | 🛏️ 2 dorm | 📏107  m² | 🌳  Pile | 💰 USD $92.000
https://www.remax.com.ar/420161163-193?associate=420161202

📍449 y 21A | 🛏️ 3 dorm | 📏105  m² | 🌳  Pile | 💰 USD $89.500
https://www.remax.com.ar/421921048-4?associate=420161202

📍462 E/17 y 18 | 🛏️ 3 dorm | 📏90  m² | 🌳  Parque | 💰 USD $80.000
https://www.remax.com.ar/421941025-116?associate=420161202
","📍477 E/ 7bis y 8| 🛏️ 3 dorm | 📏112  m² | 🌳  Pileta | 💰 USD $98.000
https://www.remax.com.ar/421921048-7?associate=420161202

📍| 🛏️ 3 dorm | 📏140  m² | 🌳  Parque | 💰 USD $105.000
https://www.remax.com.ar/420711129-279?associate=420161202

📍463 E/ 27 y 28 | 🛏️ 3 dorm | 📏112  m² | 🌳  Parque | 💰 USD $110.000
https://www.remax.com.ar/420711074-879?associate=420161202

📍15a Esquina 461c  | 🛏️ 3 dorm | 📏111  m² | 🌳  Parque | 💰 USD $120.000
https://www.remax.com.ar/420161381-77?associate=420161202

📍133 Bis Entre 167 y 168  | 🛏️ 1 dorm | 📏90  m² | 🌳  Pileta | 💰 USD $128.000
https://www.remax.com.ar/420161386-52?associate=420161202
",,,,,"📍146 bis E/ 444 y 445  | 🛏️3 dorm | 📏120  m² | 🌳  Pileta | 💰 USD $185.000
https://www.remax.com.ar/420711007-151?associate=420161202

📍 473 Entre 160 y 162 | 🛏️4 dorm | 📏249  m² | 🌳  Pileta | 💰 USD $450.000
https://www.remax.com.ar/420161079-358?associate=420161202

📍471 Esquina 19  | 🛏️3 dorm | 📏218 m² | 🌳  Pileta | 💰 USD $420.000
https://www.remax.com.ar/420711007-134?associate=4201612024

📍 462 e/ 14 y 15 | 🛏️4 dorm | 📏265  m² | 🌳  Pileta | 💰 USD $330.000
https://www.remax.com.ar/420441128-315?associate=420161202

📍460 entre 23 y Camino Belgrano | 🛏️4 dorm | 📏220  m² | 🌳  Pileta | 💰 USD $245.000
https://www.remax.com.ar/420161141-159?associate=420161202



",,,,
65,Casa,2 e/ Avenida Calchaqui y 101,Berazategui,USD 150.000,3,2,si,si,140,500,,https://www.remax.com.ar/420161237-176?associate=420161237,,NO,"📍Avenida Florencio Varela y 140 | 🛏️4 dorm | 📏140  m² | 🌳terraza  | 💰 USD $99.000
https://www.remax.com.ar/420171212-74?associate=420161237

📍 134 e/ 17 y 18 | 🛏️3 dorm | 📏 165 m² | 🌳Parque | 💰 USD $115.00
https://www.remax.com.ar/420171174-17?associate=420161237


📍 20 esq 143 | 🛏️2 dorm | 📏 125 m² | 🌳Parque | 💰 USD $130.000
https://www.remax.com.ar/420171182-33?associate=420161237
",,,,,,"📍14 y 115 | 🛏️5 dorm | 📏 170 m² | 🌳Patio| 💰 USD $150.000
https://www.remax.com.ar/420531090-190?associate=420161237

📍 8 y 136 | 🛏️3 dorm | 📏 108 m² | 🌳Parque | 💰 USD $155.000
https://www.remax.com.ar/421731005-87?associate=420161237


📍12 e/ 140 y 141 | 🛏️3 dorm | 📏 200 m² | 🌳Parque | 💰 USD $180.000
https://www.remax.com.ar/420711129-271?associate=420161237
",,,,
66,Casa,466 e/ 24 y 25," City Bell"," USD 160.000",3,2,SI,SI / 2,150,663,,https://www.remax.com.ar/420161202-487?associate=420161202,,,"📍 480 bis e/  25 y 26| 🛏️3 dorm | 📏 158  m² | 🌳Pileta | 💰 USD $140.000
https://www.remax.com.ar/420161280-128?associate=420161202

📍21 A e/ 450 y 451 | 🛏️3 dorm | 📏 95  m² | 🌳Parque | 💰 USD $128.000
https://www.remax.com.ar/420711224-40?associate=420161202

📍453 e/ 28 y 28bis | 🛏️3 dorm | 📏 140  m² | 🌳Pileta | 💰 USD $128.000
https://www.remax.com.ar/421921005-79?associate=420161202

📍451 y 21 A | 🛏️3 dorm | 📏 174  m² | 🌳Pileta| 💰 USD $159.000
https://www.remax.com.ar/420161181-181?associate=420161202
",,,,,,"
📍466 e/ 28 bis y 30  | 🛏️3 dorm | 📏 120  m² | 🌳Parque | 💰 USD $165.000
https://www.remax.com.ar/420441151-66?associate=420161202

📍472 e/ 27 y 28  | 🛏️3 dorm | 📏 252  m² | 🌳Pileta | 💰 USD $185.000
https://www.remax.com.ar/420161137-494?associate=420161202

📍467 e/ 30 y 31  | 🛏️3 dorm | 📏 135  m² | 🌳Parque | 💰 USD $163.000
https://www.remax.com.ar/420161159-249?associate=420161202
",,,,
